chr	pos	strand	context	ratio	eff_CT_count	C_count	CT_count	rev_G_count	rev_GA_count	CI_lower	CI_upper
chr1	1164	+	CHH	0.083	24.00	2	24	25	25	0.023	0.258
chr1	1166	+	CHH	0.080	25.00	2	25	26	26	0.022	0.250
chr1	1176	+	CHH	0.038	26.00	1	26	29	29	0.007	0.189
chr1	1182	+	CHH	0.000	26.00	0	26	29	29	0.000	0.129
chr1	1188	-	CHH	0.067	30.00	2	30	23	23	0.018	0.213
chr1	1190	-	CHH	0.100	30.00	3	30	23	23	0.035	0.256
chr1	1192	+	CHH	0.000	24.00	0	24	30	30	0.000	0.138
chr1	1196	+	CHG	0.160	25.00	4	25	30	30	0.064	0.347
chr1	1198	-	CHG	0.279	28.70	8	30	22	23	0.149	0.461
chr1	1205	-	CHH	0.105	28.44	3	32	24	27	0.037	0.268
chr1	1208	-	CHH	0.091	33.00	3	33	25	25	0.031	0.236
chr1	1220	-	CHH	0.091	33.00	3	33	25	25	0.031	0.236
chr1	1224	-	CHH	0.032	31.00	1	31	25	25	0.006	0.162
chr1	1227	+	CHG	0.160	25.00	4	25	29	29	0.064	0.347
chr1	1229	-	CHG	0.267	30.00	8	30	25	25	0.142	0.444
chr1	1231	-	CHH	0.000	31.00	0	31	23	23	-0.000	0.110
chr1	1235	+	CHH	0.042	24.00	1	24	31	31	0.007	0.202
chr1	1236	+	CHH	0.042	24.00	1	24	31	31	0.007	0.202
chr1	1238	+	CHH	0.042	24.00	1	24	30	30	0.007	0.202
chr1	1239	+	CHH	0.042	24.00	1	24	30	30	0.007	0.202
chr1	1242	-	CHH	0.033	30.00	1	30	23	23	0.006	0.167
chr1	1246	+	CHH	0.042	24.00	1	24	31	31	0.007	0.202
chr1	1248	+	CHH	0.000	24.00	0	24	33	33	0.000	0.138
chr1	1251	+	CHG	0.200	20.00	4	20	33	33	0.081	0.416
chr1	1253	-	CHG	0.281	32.00	9	32	19	19	0.156	0.454
chr1	1254	+	CHH	0.094	21.33	2	22	32	33	0.026	0.285
chr1	1257	-	CHH	0.061	33.00	2	33	17	17	0.017	0.196
chr1	1264	+	CHH	0.111	18.00	2	18	35	35	0.031	0.328
chr1	1268	+	CHH	0.111	18.00	2	18	34	34	0.031	0.328
chr1	1281	-	CHH	0.194	31.00	6	31	14	14	0.092	0.363
chr1	1287	+	CHH	0.071	14.00	1	14	31	31	0.013	0.315
chr1	1291	+	CHH	0.000	12.00	0	12	30	30	0.000	0.243
chr1	1301	-	CHH	0.074	27.00	2	27	5	5	0.021	0.234
chr1	1302	-	CHH	0.093	21.60	2	27	4	5	0.026	0.282
chr1	1304	+	CHG	0.000	5.00	0	5	26	26	-0.000	0.434
chr1	1306	-	CHG	0.300	20.00	6	25	4	5	0.145	0.519
chr1	1308	-	CHH	0.042	24.00	1	24	5	5	0.007	0.202
chr1	1312	+	CHH	0.000	4.00	0	4	24	24	0.000	0.490
chr1	1314	+	CHH	0.000	5.00	0	5	23	23	-0.000	0.434
chr1	1315	+	CHH	0.000	5.00	0	5	23	23	-0.000	0.434
chr1	1319	-	CHH	0.000	21.00	0	21	3	3	0.000	0.155
chr1	1322	+	CHH	0.000	3.00	0	3	21	21	0.000	0.562
chr1	1323	+	CHG	0.000	3.00	0	3	21	21	0.000	0.562
chr1	1324	+	CG	0.000	3.00	0	3	20	20	0.000	0.562
chr1	1325	-	CG	0.263	19.00	5	19	3	3	0.118	0.488
chr1	1327	-	CHH	0.000	18.00	0	18	3	3	0.000	0.176
chr1	1332	+	CHH	0.000	3.00	0	3	19	19	0.000	0.562
chr1	1335	+	CHH	0.000	3.00	0	3	18	18	0.000	0.562
chr1	1337	+	CHH	0.000	3.00	0	3	19	19	0.000	0.562
chr1	1339	+	CHH	0.000	4.00	0	4	19	19	0.000	0.490
chr1	1343	+	CHH	0.000	4.00	0	4	19	19	0.000	0.490
chr1	1351	+	CHH	0.000	3.00	0	3	18	18	0.000	0.562
chr1	1355	+	CHH	0.000	1.00	0	1	17	17	0.000	0.793
chr1	1359	+	CHH	0.000	2.00	0	2	17	17	0.000	0.658
chr1	1362	-	CHH	0.000	16.00	0	16	3	3	0.000	0.194
chr1	1374	-	CHH	0.000	15.00	0	15	4	4	-0.000	0.204
chr1	1376	-	CHH	0.000	15.00	0	15	5	5	-0.000	0.204
chr1	1379	-	CHH	0.000	15.00	0	15	5	5	-0.000	0.204
chr1	1382	-	CHH	0.000	14.00	0	14	5	5	0.000	0.215
chr1	1388	-	CHH	0.000	14.00	0	14	5	5	0.000	0.215
chr1	1390	-	CHH	0.071	14.00	1	14	5	5	0.013	0.315
chr1	1391	-	CHH	0.000	14.00	0	14	5	5	0.000	0.215
chr1	1394	+	CHH	0.000	5.00	0	5	13	13	-0.000	0.434
chr1	1395	+	CHH	0.000	5.00	0	5	12	12	-0.000	0.434
chr1	1399	-	CHH	0.100	10.00	1	10	5	5	0.018	0.404
chr1	1403	+	CHH	0.000	5.00	0	5	10	10	-0.000	0.434
chr1	1407	-	CHH	0.000	10.00	0	10	5	5	-0.000	0.278
chr1	1410	+	CHH	0.000	5.00	0	5	10	10	-0.000	0.434
chr1	1414	-	CHH	0.000	8.00	0	8	5	5	0.000	0.324
chr1	1423	-	CHH	0.000	8.00	0	8	5	5	0.000	0.324
chr1	1424	-	CHH	0.000	8.00	0	8	5	5	0.000	0.324
chr1	1429	-	CHH	0.000	8.00	0	8	5	5	0.000	0.324
chr1	1431	-	CHH	0.000	8.00	0	8	5	5	0.000	0.324
chr1	1433	+	CHG	0.200	5.00	1	5	8	8	0.036	0.624
chr1	1435	-	CHG	0.000	7.00	0	7	5	5	0.000	0.354
chr1	1437	-	CHH	0.000	6.00	0	6	5	5	0.000	0.390
chr1	1439	+	CG	0.000	5.00	0	5	6	6	-0.000	0.434
chr1	1440	-	CG	0.000	6.00	0	6	5	5	0.000	0.390
chr1	1445	-	CHH	0.167	6.00	1	6	5	5	0.030	0.564
chr1	1450	-	CHH	0.000	5.00	0	5	5	5	-0.000	0.434
chr1	1451	-	CHH	0.000	5.00	0	5	5	5	-0.000	0.434
chr1	1454	-	CHH	0.000	6.00	0	6	5	5	0.000	0.390
chr1	1457	-	CHH	0.000	6.00	0	6	5	5	0.000	0.390
chr1	1459	-	CHH	0.000	6.00	0	6	5	5	0.000	0.390
chr1	1463	-	CHH	0.000	6.00	0	6	5	5	0.000	0.390
chr1	1466	-	CHH	0.000	6.00	0	6	5	5	0.000	0.390
chr1	1470	-	CHH	0.000	6.00	0	6	5	5	0.000	0.390
chr1	1472	+	CHH	0.000	6.00	0	6	6	6	0.000	0.390
chr1	1475	+	CHH	0.000	6.00	0	6	6	6	0.000	0.390
chr1	1477	+	CHH	0.000	6.00	0	6	6	6	0.000	0.390
chr1	1481	-	CHH	0.167	6.00	1	6	5	5	0.030	0.564
chr1	1487	-	CHH	0.000	5.00	0	5	5	5	-0.000	0.434
chr1	1489	-	CHH	0.000	5.00	0	5	5	5	-0.000	0.434
chr1	1496	+	CHH	0.000	5.00	0	5	4	4	-0.000	0.434
chr1	1501	+	CHH	0.000	5.00	0	5	4	4	-0.000	0.434
chr1	1505	+	CHH	0.000	5.00	0	5	4	4	-0.000	0.434
chr1	1508	-	CHH	0.000	3.00	0	3	4	4	0.000	0.562
chr1	1509	-	CHH	0.000	3.00	0	3	4	4	0.000	0.562
chr1	1510	-	CHH	0.000	3.00	0	3	4	4	0.000	0.562
chr1	1513	-	CHH	0.000	3.00	0	3	3	3	0.000	0.562
chr1	1515	+	CHH	0.000	3.00	0	3	3	3	0.000	0.562
chr1	1516	+	CHH	0.000	3.00	0	3	3	3	0.000	0.562
chr1	1517	+	CHH	0.000	3.00	0	3	3	3	0.000	0.562
chr1	1518	+	CHH	0.000	3.00	0	3	3	3	0.000	0.562
chr1	1523	-	CHH	0.000	3.00	0	3	3	3	0.000	0.562
chr1	1524	-	CHH	0.000	3.00	0	3	2	2	0.000	0.562
chr1	1526	+	CHH	0.000	1.00	0	1	3	3	0.000	0.793
chr1	1529	+	CHH	0.000	1.00	0	1	3	3	0.000	0.793
chr1	1532	-	CHH	0.000	3.00	0	3	1	1	0.000	0.562
chr1	1534	-	CHH	0.000	3.00	0	3	1	1	0.000	0.562
chr1	1538	-	CHH	0.000	4.00	0	4	1	1	0.000	0.490
chr1	1539	+	CHH	0.000	1.00	0	1	4	4	0.000	0.793
chr1	1541	+	CG	0.000	1.00	0	1	4	4	0.000	0.793
chr1	1542	-	CG	0.000	4.00	0	4	1	1	0.000	0.490
chr1	1544	-	CHH	0.000	4.00	0	4	1	1	0.000	0.490
chr1	1546	+	CHH	0.000	1.00	0	1	4	4	0.000	0.793
chr1	1549	-	CHH	0.000	4.00	0	4	1	1	0.000	0.490
chr1	1552	+	CHH	0.000	1.00	0	1	3	3	0.000	0.793
chr1	1556	+	CHH	0.000	1.00	0	1	4	4	0.000	0.793
chr1	1561	-	CHH	0.000	3.00	0	3	1	1	0.000	0.562
chr1	1565	-	CHH	0.000	3.00	0	3	1	1	0.000	0.562
chr1	1566	-	CHH	0.000	3.00	0	3	1	1	0.000	0.562
chr1	1567	-	CHH	0.000	3.00	0	3	1	1	0.000	0.562
chr1	1572	+	CHH	0.000	1.00	0	1	3	3	0.000	0.793
chr1	1575	+	CHH	0.000	1.00	0	1	2	2	0.000	0.793
chr1	1582	+	CHG	0.000	1.00	0	1	3	3	0.000	0.793
chr1	1584	-	CHG	0.000	3.00	0	3	1	1	0.000	0.562
chr1	1590	-	CHH	0.000	3.00	0	3	1	1	0.000	0.562
chr1	1591	-	CHH	0.000	3.00	0	3	1	1	0.000	0.562
chr1	1594	-	CHH	0.000	3.00	0	3	1	1	0.000	0.562
chr1	1597	-	CHH	0.000	3.00	0	3	1	1	0.000	0.562
chr1	1599	-	CHH	0.000	3.00	0	3	1	1	0.000	0.562
chr1	1603	-	CHH	0.000	3.00	0	3	1	1	0.000	0.562
chr1	1606	-	CHH	0.000	2.00	0	2	1	1	0.000	0.658
chr1	1611	-	CHH	0.000	2.00	0	2	1	1	0.000	0.658
chr1	1612	-	CHH	0.000	2.00	0	2	1	1	0.000	0.658
chr1	1614	+	CHH	0.000	1.00	0	1	2	2	0.000	0.793
chr1	1615	+	CHG	0.000	1.00	0	1	2	2	0.000	0.793
chr1	1617	-	CHG	0.000	2.00	0	2	1	1	0.000	0.658
chr1	1621	-	CHH	0.000	2.00	0	2	0	0	0.000	0.658
chr1	1623	-	CHH	0.000	2.00	0	2	0	0	0.000	0.658
chr1	1624	-	CHH	0.000	2.00	0	2	0	0	0.000	0.658
chr1	1629	-	CHH	0.000	2.00	0	2	0	0	0.000	0.658
chr1	1630	-	CHH	0.000	2.00	0	2	0	0	0.000	0.658
chr1	1635	-	CG	0.000	2.00	0	2	0	0	0.000	0.658
chr1	1642	-	CHH	0.000	2.00	0	2	0	0	0.000	0.658
chr1	1643	-	CHH	0.000	2.00	0	2	0	0	0.000	0.658
chr1	1645	-	CHH	0.000	2.00	0	2	0	0	0.000	0.658
chr1	1650	-	CG	0.500	2.00	1	2	0	0	0.095	0.905
chr1	1669	-	CHH	0.500	2.00	1	2	0	0	0.095	0.905
chr1	1675	-	CHH	0.000	2.00	0	2	0	0	0.000	0.658
chr1	1686	-	CHH	0.000	2.00	0	2	0	0	0.000	0.658
chr1	1688	-	CHH	0.500	2.00	1	2	0	0	0.095	0.905
chr1	1716	-	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	1721	-	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	1722	-	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	1745	-	CHH	0.000	4.00	0	4	0	0	0.000	0.490
chr1	1753	-	CHH	0.000	4.00	0	4	1	1	0.000	0.490
chr1	1754	+	CHH	0.000	1.00	0	1	4	4	0.000	0.793
chr1	1757	-	CHH	0.000	4.00	0	4	1	1	0.000	0.490
chr1	1761	-	CHH	0.000	4.00	0	4	1	1	0.000	0.490
chr1	1767	-	CHH	0.000	4.00	0	4	2	2	0.000	0.490
chr1	1768	-	CHH	0.000	4.00	0	4	2	2	0.000	0.490
chr1	1774	-	CHH	0.000	2.00	0	4	2	4	0.000	0.658
chr1	1775	-	CHH	0.000	4.00	0	4	4	4	0.000	0.490
chr1	1778	+	CG	0.000	2.00	0	2	4	4	0.000	0.658
chr1	1779	-	CG	0.000	4.00	0	4	2	2	0.000	0.490
chr1	1781	-	CHH	0.000	4.00	0	4	4	4	0.000	0.490
chr1	1785	-	CHH	0.000	4.00	0	4	4	4	0.000	0.490
chr1	1786	+	CHH	0.000	4.00	0	4	4	4	0.000	0.490
chr1	1787	+	CHH	0.000	4.00	0	4	4	4	0.000	0.490
chr1	1790	+	CHH	0.250	4.00	1	4	4	4	0.046	0.699
chr1	1794	-	CHH	0.000	4.00	0	4	4	4	0.000	0.490
chr1	1796	+	CHH	0.000	4.00	0	4	4	4	0.000	0.490
chr1	1799	-	CHH	0.000	4.00	0	4	4	4	0.000	0.490
chr1	1802	-	CHH	0.000	4.00	0	4	5	5	0.000	0.490
chr1	1803	-	CHH	0.000	4.00	0	4	5	5	0.000	0.490
chr1	1804	-	CHH	0.000	4.00	0	4	5	5	0.000	0.490
chr1	1807	+	CHH	0.000	5.00	0	5	4	4	-0.000	0.434
chr1	1811	-	CHH	0.000	4.00	0	4	6	6	0.000	0.490
chr1	1813	+	CHG	0.000	6.00	0	6	6	6	0.000	0.390
chr1	1815	-	CHG	0.167	6.00	1	6	6	6	0.030	0.564
chr1	1825	+	CHH	0.333	6.00	2	6	5	5	0.097	0.700
chr1	1835	+	CHG	0.167	6.00	1	6	6	6	0.030	0.564
chr1	1837	-	CHG	0.000	5.00	0	5	6	6	-0.000	0.434
chr1	1838	-	CHH	0.000	6.00	0	6	6	6	0.000	0.390
chr1	1839	-	CHH	0.167	6.00	1	6	6	6	0.030	0.564
chr1	1847	+	CHH	0.167	6.00	1	6	7	7	0.030	0.564
chr1	1853	+	CHH	0.333	6.00	2	6	7	7	0.097	0.700
chr1	1857	-	CHH	0.000	7.00	0	7	6	6	0.000	0.354
chr1	1862	-	CHH	0.000	7.00	0	7	6	6	0.000	0.354
chr1	1863	-	CHH	0.143	7.00	1	7	6	6	0.026	0.513
chr1	1865	+	CHH	0.167	6.00	1	6	7	7	0.030	0.564
chr1	1867	+	CHH	0.333	6.00	2	6	7	7	0.097	0.700
chr1	1869	+	CHH	0.333	6.00	2	6	7	7	0.097	0.700
chr1	1871	+	CHH	0.333	6.00	2	6	7	7	0.097	0.700
chr1	1875	-	CHH	0.143	7.00	1	7	6	6	0.026	0.513
chr1	1882	-	CHH	0.143	7.00	1	7	7	7	0.026	0.513
chr1	1890	+	CHG	0.286	7.00	2	7	7	7	0.082	0.641
chr1	1892	-	CHG	0.200	5.00	1	5	7	7	0.036	0.624
chr1	1894	-	CHH	0.000	4.00	0	4	7	7	0.000	0.490
chr1	1896	+	CHG	0.571	7.00	4	7	4	4	0.250	0.842
chr1	1898	-	CHG	0.200	5.00	1	5	7	7	0.036	0.624
chr1	1899	-	CHH	0.200	5.00	1	5	6	6	0.036	0.624
chr1	1901	+	CHH	0.333	6.00	2	6	5	5	0.097	0.700
chr1	1903	+	CHH	0.167	6.00	1	6	5	5	0.030	0.564
chr1	1910	+	CHH	0.333	6.00	2	6	5	5	0.097	0.700
chr1	1913	+	CHH	0.200	5.00	1	5	5	5	0.036	0.624
chr1	1914	+	CHH	0.200	5.00	1	5	5	5	0.036	0.624
chr1	1920	+	CHH	0.000	5.00	0	5	5	5	-0.000	0.434
chr1	1921	+	CHH	0.000	4.00	0	4	5	5	0.000	0.490
chr1	1922	+	CHH	0.000	4.00	0	4	5	5	0.000	0.490
chr1	1923	+	CHH	0.000	4.00	0	4	5	5	0.000	0.490
chr1	1929	+	CHH	0.000	5.00	0	5	5	5	-0.000	0.434
chr1	1936	-	CHH	0.167	6.00	1	6	7	7	0.030	0.564
chr1	1937	+	CHH	0.000	5.83	0	7	5	6	0.000	0.397
chr1	1943	+	CG	0.714	7.00	5	7	7	7	0.359	0.918
chr1	1944	-	CG	0.375	8.00	3	8	7	7	0.137	0.694
chr1	1948	+	CHH	0.000	8.00	0	9	8	9	0.000	0.324
chr1	1962	+	CHH	0.000	8.31	0	9	12	13	-0.000	0.316
chr1	1964	+	CHG	0.111	9.00	1	9	12	12	0.020	0.435
chr1	1966	-	CHG	0.167	12.00	2	12	10	10	0.047	0.448
chr1	1967	+	CHH	0.000	10.00	0	10	12	12	-0.000	0.278
chr1	1982	+	CHH	0.091	11.00	1	11	13	13	0.016	0.377
chr1	1983	+	CHH	0.000	11.00	0	11	13	13	0.000	0.259
chr1	1986	-	CHH	0.000	14.00	0	14	12	12	0.000	0.215
chr1	1991	+	CHH	0.000	12.00	0	12	13	13	0.000	0.243
chr1	1995	-	CHH	0.000	14.00	0	14	13	13	0.000	0.215
chr1	2002	-	CHH	0.000	17.00	0	17	15	15	0.000	0.184
chr1	2006	+	CHH	0.071	14.12	1	15	16	17	0.013	0.313
chr1	2009	-	CHH	0.000	16.00	0	16	15	15	0.000	0.194
chr1	2011	-	CHH	0.059	17.00	1	17	16	16	0.010	0.270
chr1	2016	+	CHH	0.000	15.00	0	15	19	19	-0.000	0.204
chr1	2020	+	CHH	0.062	16.00	1	16	19	19	0.011	0.283
chr1	2021	+	CHG	0.062	16.00	1	16	19	19	0.011	0.283
chr1	2023	-	CHG	0.100	20.00	2	20	16	16	0.028	0.301
chr1	2024	+	CG	0.188	16.00	3	16	20	20	0.066	0.430
chr1	2025	-	CG	0.150	20.00	3	20	17	17	0.052	0.360
chr1	2027	+	CHH	0.056	18.00	1	18	20	20	0.010	0.258
chr1	2030	+	CHH	0.105	19.00	2	19	21	21	0.029	0.314
chr1	2035	-	CHH	0.136	22.00	3	22	23	23	0.047	0.333
chr1	2043	+	CHH	0.000	22.00	0	22	23	23	0.000	0.149
chr1	2044	+	CHH	0.000	23.00	0	23	23	23	-0.000	0.143
chr1	2045	+	CHH	0.000	23.00	0	23	24	24	-0.000	0.143
chr1	2046	+	CHH	0.000	23.00	0	23	25	25	-0.000	0.143
chr1	2048	+	CHH	0.000	23.00	0	23	24	24	-0.000	0.143
chr1	2054	-	CHH	0.120	25.00	3	25	24	24	0.042	0.300
chr1	2058	-	CHH	0.120	25.00	3	25	24	24	0.042	0.300
chr1	2060	+	CHH	0.042	24.00	1	24	25	25	0.007	0.202
chr1	2062	+	CHH	0.080	25.00	2	25	25	25	0.022	0.250
chr1	2063	+	CHH	0.040	25.00	1	25	25	25	0.007	0.195
chr1	2090	+	CHH	0.261	23.00	6	23	32	32	0.125	0.465
chr1	2092	+	CHH	0.043	23.00	1	23	33	33	0.008	0.210
chr1	2096	+	CHH	0.087	23.00	2	23	32	32	0.024	0.268
chr1	2099	+	CHH	0.048	21.00	1	21	29	29	0.008	0.227
chr1	2103	+	CHH	0.050	20.00	1	20	29	29	0.009	0.236
chr1	2106	-	CHH	0.000	27.00	0	27	20	20	0.000	0.125
chr1	2107	+	CHH	0.053	19.00	1	19	27	27	0.009	0.246
chr1	2111	-	CHH	0.037	27.00	1	27	19	19	0.007	0.183
chr1	2115	-	CHH	0.037	27.00	1	27	19	19	0.007	0.183
chr1	2117	+	CHH	0.056	18.00	1	18	27	27	0.010	0.258
chr1	2118	+	CHH	0.059	17.00	1	17	27	27	0.010	0.270
chr1	2119	+	CHH	0.056	18.00	1	18	27	27	0.010	0.258
chr1	2127	-	CHH	0.038	26.00	1	26	18	18	0.007	0.189
chr1	2128	-	CHH	0.000	27.00	0	27	18	18	0.000	0.125
chr1	2130	+	CHH	0.056	18.00	1	18	27	27	0.010	0.258
chr1	2133	+	CHH	0.056	18.00	1	18	27	27	0.010	0.258
chr1	2138	+	CHH	0.059	17.00	1	17	26	26	0.010	0.270
chr1	2142	+	CHH	0.000	16.00	0	16	26	26	0.000	0.194
chr1	2143	+	CHH	0.000	17.00	0	17	25	25	0.000	0.184
chr1	2145	+	CHH	0.062	16.00	1	16	25	25	0.011	0.283
chr1	2148	-	CHH	0.130	23.00	3	23	16	16	0.045	0.321
chr1	2151	+	CHH	0.000	16.00	0	16	23	23	0.000	0.194
chr1	2153	+	CHH	0.000	15.00	0	15	22	22	-0.000	0.204
chr1	2160	-	CHH	0.043	23.00	1	23	16	16	0.008	0.210
chr1	2165	-	CHH	0.045	22.00	1	22	15	15	0.008	0.218
chr1	2166	-	CHH	0.049	20.43	1	22	13	14	0.009	0.232
chr1	2170	-	CHH	0.000	22.00	0	22	16	16	0.000	0.149
chr1	2172	-	CHH	0.000	22.00	0	22	15	15	0.000	0.149
chr1	2173	+	CHH	0.067	15.00	1	15	21	21	0.012	0.298
chr1	2177	+	CHH	0.000	13.00	0	13	20	20	0.000	0.228
chr1	2180	+	CHH	0.083	12.00	1	12	20	20	0.015	0.354
chr1	2194	+	CG	0.111	9.00	1	9	22	22	0.020	0.435
chr1	2195	-	CG	0.045	22.00	1	22	10	10	0.008	0.218
chr1	2196	+	CHH	0.100	10.00	1	10	21	21	0.018	0.404
chr1	2204	+	CHH	0.200	10.00	2	10	20	20	0.057	0.510
chr1	2209	-	CHH	0.143	21.00	3	21	9	9	0.050	0.346
chr1	2215	-	CHH	0.190	21.00	4	21	7	7	0.077	0.400
chr1	2224	-	CHH	0.000	21.00	0	21	7	7	0.000	0.155
chr1	2225	-	CHH	0.091	22.00	2	22	7	7	0.025	0.278
chr1	2227	+	CHH	0.000	7.00	0	7	21	21	0.000	0.354
chr1	2230	-	CHH	0.150	20.00	3	20	7	7	0.052	0.360
chr1	2234	-	CHH	0.111	18.00	2	18	8	8	0.031	0.328
chr1	2237	-	CHH	0.000	19.00	0	19	8	8	0.000	0.168
chr1	2243	-	CHH	0.118	17.00	2	17	8	8	0.033	0.343
chr1	2245	+	CHH	0.000	8.00	0	8	17	17	0.000	0.324
chr1	2250	-	CHH	0.000	16.00	0	16	8	8	0.000	0.194
chr1	2251	-	CHH	0.000	16.00	0	16	8	8	0.000	0.194
chr1	2253	-	CHH	0.000	16.00	0	16	8	8	0.000	0.194
chr1	2257	+	CG	0.125	8.00	1	8	16	16	0.022	0.471
chr1	2258	-	CG	0.062	16.00	1	16	8	8	0.011	0.283
chr1	2263	+	CHH	0.250	8.00	2	8	16	16	0.071	0.591
chr1	2268	+	CHH	0.250	8.00	2	8	17	17	0.071	0.591
chr1	2270	+	CHH	0.250	8.00	2	8	17	17	0.071	0.591
chr1	2271	+	CHH	0.250	8.00	2	8	18	18	0.071	0.591
chr1	2274	-	CHH	0.000	19.00	0	19	8	8	0.000	0.168
chr1	2277	-	CHH	0.053	19.00	1	19	8	8	0.009	0.246
chr1	2283	-	CHH	0.053	19.00	1	19	8	8	0.009	0.246
chr1	2290	-	CHH	0.150	20.00	3	20	8	8	0.052	0.360
chr1	2294	-	CHH	0.095	21.00	2	21	8	8	0.027	0.289
chr1	2296	+	CG	0.125	8.00	1	8	22	22	0.022	0.471
chr1	2297	-	CG	0.091	22.00	2	22	8	8	0.025	0.278
chr1	2300	+	CHH	0.000	8.00	0	8	22	22	0.000	0.324
chr1	2301	+	CHH	0.000	8.00	0	8	22	22	0.000	0.324
chr1	2307	+	CHH	0.000	7.00	0	7	22	22	0.000	0.354
chr1	2310	+	CHH	0.000	7.00	0	7	21	21	0.000	0.354
chr1	2313	+	CHH	0.000	7.00	0	7	21	21	0.000	0.354
chr1	2317	-	CHH	0.095	21.00	2	21	8	8	0.027	0.289
chr1	2318	+	CHH	0.000	8.00	0	8	21	21	0.000	0.324
chr1	2324	+	CHH	0.000	7.00	0	7	21	21	0.000	0.354
chr1	2327	+	CHG	0.000	7.00	0	7	22	22	0.000	0.354
chr1	2329	-	CHG	0.156	19.25	3	22	7	8	0.054	0.372
chr1	2330	+	CHH	0.143	7.00	1	7	22	22	0.026	0.513
chr1	2338	+	CHH	0.000	7.00	0	7	22	22	0.000	0.354
chr1	2339	+	CHH	0.200	10.00	2	10	22	22	0.057	0.510
chr1	2343	+	CHH	0.333	9.00	3	9	21	21	0.121	0.646
chr1	2350	+	CHH	0.000	6.00	0	6	20	20	0.000	0.390
chr1	2351	+	CHH	0.143	7.00	1	7	20	20	0.026	0.513
chr1	2365	+	CHH	0.000	8.00	0	8	19	19	0.000	0.324
chr1	2366	+	CHH	0.000	8.00	0	8	19	19	0.000	0.324
chr1	2368	+	CHH	0.000	8.00	0	8	18	18	0.000	0.324
chr1	2370	+	CHH	0.000	8.00	0	8	17	17	0.000	0.324
chr1	2373	+	CHH	0.000	8.00	0	8	16	16	0.000	0.324
chr1	2375	+	CHH	0.000	8.00	0	8	16	16	0.000	0.324
chr1	2376	+	CHH	0.000	7.00	0	7	16	16	0.000	0.354
chr1	2380	-	CHH	0.000	16.00	0	16	8	8	0.000	0.194
chr1	2381	+	CHH	0.000	8.00	0	8	16	16	0.000	0.324
chr1	2382	+	CHH	0.125	8.00	1	8	16	16	0.022	0.471
chr1	2385	-	CHH	0.000	15.00	0	15	8	8	-0.000	0.204
chr1	2393	-	CHH	0.000	15.00	0	15	8	8	-0.000	0.204
chr1	2396	-	CHH	0.000	14.00	0	14	8	8	0.000	0.215
chr1	2398	-	CHH	0.000	14.00	0	14	8	8	0.000	0.215
chr1	2399	-	CHH	0.000	14.00	0	14	8	8	0.000	0.215
chr1	2400	+	CG	0.000	8.00	0	8	15	15	0.000	0.324
chr1	2401	-	CG	0.000	15.00	0	15	8	8	-0.000	0.204
chr1	2410	-	CHH	0.000	15.00	0	15	8	8	-0.000	0.204
chr1	2415	+	CHH	0.000	8.00	0	8	15	15	0.000	0.324
chr1	2416	+	CHH	0.000	8.00	0	8	14	14	0.000	0.324
chr1	2420	+	CHH	0.000	8.00	0	8	13	13	0.000	0.324
chr1	2423	+	CHH	0.000	8.00	0	8	12	12	0.000	0.324
chr1	2426	+	CHH	0.000	7.00	0	7	11	11	0.000	0.354
chr1	2431	+	CG	0.000	7.00	0	7	11	11	0.000	0.354
chr1	2432	-	CG	0.000	11.00	0	11	7	7	0.000	0.259
chr1	2433	+	CHH	0.000	7.00	0	7	11	11	0.000	0.354
chr1	2437	+	CG	0.000	7.00	0	7	10	10	0.000	0.354
chr1	2438	-	CG	0.000	10.00	0	10	8	8	-0.000	0.278
chr1	2442	+	CHH	0.000	8.00	0	8	12	12	0.000	0.324
chr1	2443	+	CHH	0.000	8.00	0	8	12	12	0.000	0.324
chr1	2453	-	CHH	0.000	12.00	0	12	7	7	0.000	0.243
chr1	2454	-	CHH	0.000	12.00	0	12	7	7	0.000	0.243
chr1	2455	+	CHH	0.000	7.00	0	7	12	12	0.000	0.354
chr1	2458	-	CHH	0.000	12.00	0	12	7	7	0.000	0.243
chr1	2463	-	CHH	0.000	11.00	0	11	7	7	0.000	0.259
chr1	2466	-	CHH	0.000	11.00	0	11	7	7	0.000	0.259
chr1	2467	-	CHH	0.000	11.00	0	11	7	7	0.000	0.259
chr1	2468	+	CHH	0.000	6.42	0	7	11	12	0.000	0.374
chr1	2471	-	CHH	0.000	12.00	0	12	7	7	0.000	0.243
chr1	2473	+	CHH	0.000	7.00	0	7	13	13	0.000	0.354
chr1	2478	+	CG	0.100	10.00	1	10	11	11	0.018	0.404
chr1	2479	-	CG	0.000	11.00	0	11	9	9	0.000	0.259
chr1	2483	+	CHH	0.000	9.00	0	9	12	12	0.000	0.299
chr1	2486	-	CHH	0.000	12.00	0	12	9	9	0.000	0.243
chr1	2488	+	CHH	0.000	8.00	0	8	11	11	0.000	0.324
chr1	2490	+	CHH	0.000	7.00	0	7	12	12	0.000	0.354
chr1	2493	+	CHH	0.000	7.00	0	7	13	13	0.000	0.354
chr1	2495	+	CHH	0.000	7.00	0	7	13	13	0.000	0.354
